# EEG Fpz-Cz,EEG Pz-Oz,EOG horizontal,Resp oro-nasal,EMG submental,Temp rectal,Event marker
-1.967765567765566504e-05,-4.020757020757023894e-06,1.279487179487178161e-05,2.785066463347873764e+02,3.142151671852308992e-06,3.747538411286990367e+01,1.002356477365618957e+03
-2.196923076923075358e-05,-5.918192918192921363e-06,7.776556776556762504e-06,2.763942036867580327e+02,3.142412918569970836e-06,3.747655326538649234e+01,1.002580391669742767e+03
-2.426080586080584889e-05,-3.749694749694753129e-06,-1.530769230769232168e-05,2.741638501658135283e+02,3.142659779576483739e-06,3.747753706997121981e+01,1.002743562368548851e+03
-2.475897435897434537e-05,5.466422466422462607e-06,-1.256410256410269607e-06,2.718158021384795120e+02,3.142892663677399961e-06,3.747833578838564250e+01,1.002846196738253184e+03
-2.256703296703295206e-05,2.665445665445661601e-06,-1.279853479853481127e-05,2.693503468782395771e+02,3.143111990061389670e-06,3.747894985928452627e+01,1.002888557284316221e+03
-2.206886446886445558e-05,6.008547008547004983e-06,-2.260073260073273175e-06,2.667678426862635774e+02,3.143318187736512988e-06,3.747937989678372617e+01,1.002870961201026830e+03
-2.057435897435895938e-05,2.755799755799751997e-06,-3.538095238095239134e-05,2.640687189666844006e+02,3.143511694958650204e-06,3.747962668887068816e+01,1.002793779783680407e+03
-1.778461538461537097e-05,-8.809523809523813189e-06,-2.785347985347986691e-05,2.612534762562535775e+02,3.143692958652663600e-06,3.747969119565964036e+01,1.002657437794100019e+03
-2.097289377289375723e-05,-7.544566544566547645e-06,-2.986080586080587320e-05,2.583226862082346429e+02,3.143862433826929971e-06,3.747957454749413841e+01,1.002462412780306295e+03
-1.937875457875456580e-05,-3.117216117216120780e-06,-2.835531135531136764e-05,2.552769915304200197e+02,3.144020582981813470e-06,3.747927804289928133e+01,1.002209234351158443e+03
-2.077362637362636000e-05,-9.487179487179524405e-07,-3.437728937728938311e-05,2.521171058771963942e+02,3.144167875512717451e-06,3.747880314638621968e+01,1.001898483406843638e+03
-1.957802197802196303e-05,-8.990231990231993981e-06,-5.746153846153847068e-05,2.488438136956075368e+02,3.144304787108325150e-06,3.747815148611182678e+01,1.001530791326119811e+03
-1.589157509157507691e-05,-3.297924297924301572e-06,-4.190476190476191432e-05,2.454579700254024033e+02,3.144431799144644178e-06,3.747732485139646030e+01,1.001106839111252157e+03
-1.698754578754577187e-05,-2.123321123321126848e-06,-3.538095238095239134e-05,2.419605002530834952e+02,3.144549398075479917e-06,3.747632519010260665e+01,1.000627356491623914e+03
-1.698754578754577187e-05,-3.117216117216120780e-06,-4.140293040293041360e-05,2.383523998200032565e+02,3.144658074819972678e-06,3.747515460587769809e+01,1.000093120987026737e+03
-1.688791208791207325e-05,-4.382173382173386325e-06,-6.047252747252748859e-05,2.346347338845915260e+02,3.144758324147814408e-06,3.747381535526437091e+01,9.995049569316774978e+02
-1.848205128205126808e-05,-2.032967032967036875e-06,-6.348351648351649294e-05,2.308086369388222181e+02,3.144850644062772189e-06,3.747230984468134807e+01,9.988637344600325605e+02
-1.409816849816848485e-05,5.376068376068372211e-06,-5.244322344322345665e-05,2.268753123790699249e+02,3.144935535185167330e-06,3.747064062727857703e+01,9.981703684555044447e+02
-1.320146520146518713e-05,-4.201465201465204686e-06,-5.796336996336997818e-05,2.228360320315243825e+02,3.145013500133905970e-06,3.746881039966999083e+01,9.974258174632144573e+02
-1.987692307692306228e-05,-4.291819291819295082e-06,-6.348351648351649294e-05,2.186921356323807686e+02,3.145085042908722696e-06,3.746682199854774353e+01,9.966310825679397567e+02
-1.898021978021976455e-05,-7.183150183150186907e-06,-7.301831501831503382e-05,2.144450302630361591e+02,3.145150668273241563e-06,3.746467839718147985e+01,9.957872062384468563e+02
-2.176996336996335634e-05,1.129426129426125503e-06,-7.703296703296705317e-05,2.100961897405715604e+02,3.145210881139485102e-06,3.746238270180663221e+01,9.948952711394218795e+02
-2.256703296703295206e-05,-4.517704517704888393e-08,-6.298168498168499221e-05,2.056471539638170043e+02,3.145266185954459838e-06,3.745993814790553245e+01,9.939563989122366365e+02
-2.296556776556774992e-05,3.162393162393124686e-07,-6.699633699633699801e-05,2.010995282153384665e+02,3.145317086089426901e-06,3.745734809638545926e+01,9.929717489258090382e+02
-2.376263736263734902e-05,-1.355311355311392469e-07,-8.255311355311356115e-05,1.964549824197080454e+02,3.145364083232485805e-06,3.745461602965764314e+01,9.919425169988459174e+02
-2.396190476190474626e-05,2.258852258852221519e-07,-8.104761904761905898e-05,1.917152503584579790e+02,3.145407676785064745e-06,3.745174554762142094e+01,9.908699340947682686e+02
-1.658901098901097401e-05,4.065934065934028646e-07,-7.954212454212455680e-05,1.868821288421424072e+02,3.145448363262940398e-06,3.744874036355773228e+01,9.897552649906398301e+02
-1.619047619047617954e-05,1.310134310134306295e-06,-8.355677655677656260e-05,1.819574768399677964e+02,3.145486635702383126e-06,3.744560429993629924e+01,9.885998069214466568e+02
-1.240439560439558971e-05,5.466422466422462607e-06,-8.205128205128206043e-05,1.769432145674750814e+02,3.145522983072009910e-06,3.744234128414083784e+01,9.874048882010798707e+02
-6.924542124542110682e-06,6.641025641025636908e-06,-8.656776556776556695e-05,1.718413225327982445e+02,3.145557889690951063e-06,3.743895534411669246e+01,9.861718668213984529e+02
-5.230769230769217241e-06,1.310134310134306295e-06,-8.957875457875459841e-05,1.666538405420398021e+02,3.145591834653902898e-06,3.743545060394540513e+01,9.849021290307573508e+02
-3.038827838827824781e-06,3.207570207570203553e-06,-9.208791208791210204e-05,1.613828666643435952e+02,3.145625291263628366e-06,3.743183127935071042e+01,9.835970878934066377e+02
-9.465201465201324214e-07,-1.942612942612946479e-06,-9.560073260073260711e-05,1.560305561572700697e+02,3.145658726471491364e-06,3.742810167314054581e+01,9.822581818311650750e+02
-1.494505494505354328e-07,-1.355311355311392469e-07,-8.857509157509158341e-05,1.505991203531061728e+02,3.145692600326565143e-06,3.742426617058963245e+01,9.808868731488011008e+02
-2.640293040293026498e-06,-4.065934065934102761e-07,-9.108424908424908703e-05,1.450908255067736548e+02,3.145727365433862414e-06,3.742032923476735817e+01,9.794846465445455124e+02
-6.725274725274711753e-06,1.671550671550667668e-06,-9.710622710622712284e-05,1.395079916060237224e+02,3.145763466422225436e-06,3.741629540181549629e+01,9.780530076071771646e+02
-5.828571428571414876e-06,3.026862026862023185e-06,-1.021245421245421301e-04,1.338529911446354106e+02,3.145801339422406760e-06,3.741216927618071253e+01,9.765934813011266442e+02
-7.323076923076909388e-06,-2.755799755799759196e-06,-9.861172161172161146e-05,1.281282478593614087e+02,3.145841411555847154e-06,3.740795552580613048e+01,9.751076104410487915e+02
-6.824908424908411218e-06,1.490842490842487087e-06,-9.258974358974360276e-05,1.223362354313898805e+02,3.145884100434644104e-06,3.740365887728728467e+01,9.735969541573164179e+02
-1.330109890109888744e-05,4.833943833943829835e-06,-9.560073260073260711e-05,1.164794761531188954e+02,3.145929813673245361e-06,3.739928411099668892e+01,9.720630863538912081e+02
-1.499487179487178257e-05,1.761904761904758064e-06,-1.036300366300366323e-04,1.105605395610610344e+02,3.145978948412284294e-06,3.739483605618209339e+01,9.705075941600298393e+02
-1.589157509157507691e-05,3.568986568986565137e-06,-1.186849816849816811e-04,1.045820410357273573e+02,3.146031890855073713e-06,3.739031958604304862e+01,9.689320763772792588e+02
-1.489523809523808057e-05,7.183150183150178437e-06,-9.961538461538462647e-05,9.854664036935561455e+01,3.146089015817180863e-06,3.738573961279065117e+01,9.673381419232164262e+02
-1.629010989010987816e-05,4.653235653235649043e-06,-1.011208791208791286e-04,9.245704030237787663e+01,3.146150686289546876e-06,3.738110108269511045e+01,9.657274082733832756e+02
-1.569230769230767967e-05,-8.583638583638620445e-07,-9.760805860805862356e-05,8.631598502954064145e+01,3.146217253015550949e-06,3.737640897112599703e+01,9.641014999028642478e+02
-2.097289377289375723e-05,1.942612942612938856e-06,-1.021245421245421301e-04,8.012625867661752466e+01,3.146289054082446959e-06,3.737166827758976240e+01,9.624620467289456656e+02
-2.147106227106225710e-05,4.743589743589739439e-06,-1.011208791208791286e-04,7.389068374866972988e+01,3.146366414527559216e-06,3.736688402076952542e+01,9.608106825562912263e+02
-2.017582417582416491e-05,8.990231990231985511e-06,-9.560073260073260711e-05,6.761211955083892633e+01,3.146449645959625699e-06,3.736206123357144548e+01,9.591490435260600407e+02
-2.416117216117215027e-05,-4.517704517704888393e-08,-1.031282051282051315e-04,6.129346058266774833e+01,3.146539046195644538e-06,3.735720495818269882e+01,9.574787665703793209e+02
-2.814652014652013564e-05,1.400488400488396691e-06,-1.036300366300366323e-04,5.493763490697120488e+01,3.146634898913581189e-06,3.735232024114543492e+01,9.558014878735812090e+02
-3.223150183150181285e-05,5.873015873015835508e-07,-1.226996336996337140e-04,4.854760249429566699e+01,3.146737473321255633e-06,3.734741212845152347e+01,9.541188413415912919e+02
-3.601758241758240098e-05,-3.930402930402934345e-06,-1.151721611721611761e-04,4.212635354402276988e+01,3.146847023841744595e-06,3.734248566066250419e+01,9.524324570808510089e+02
-4.458608058608057697e-05,-4.924297924297927854e-06,-1.452820512820513009e-04,3.567690678319111441e+01,3.146963789815578316e-06,3.733754586805930131e+01,9.507439598881364873e+02
-4.050109890109888960e-05,-3.749694749694753129e-06,-1.593333333333333483e-04,2.920230774412781471e+01,3.147087995220030445e-06,3.733259776582625733e+01,9.490549677526240657e+02
-3.860805860805859892e-05,-1.761904761904765475e-06,-1.578278388278388190e-04,2.270562702199523741e+01,3.147219848405745000e-06,3.732764634927377756e+01,9.473670903715309350e+02
-3.850842490842489691e-05,1.942612942612938856e-06,-1.467875457875458031e-04,1.618995851337457736e+01,3.147359541850976537e-06,3.732269658910405496e+01,9.456819276806480730e+02
-3.591794871794870575e-05,-9.893772893772897941e-06,-1.528095238095238118e-04,9.658417637022600033e+00,3.147507251933640881e-06,3.731775342672406026e+01,9.440010684010553632e+02
-3.741245421245420195e-05,-1.581196581196584895e-06,-1.477912087912088045e-04,3.114139537950570080e+00,3.147663138721405531e-06,3.731282176961028085e+01,9.423260886032959434e+02
-3.840879120879120168e-05,8.583638583638546330e-07,-1.497985347985348074e-04,-3.439722724012758803e+00,3.147827345780012890e-06,3.730790648672897447e+01,9.406585502902582903e+02
-3.781098901098899642e-05,2.665445665445661601e-06,-1.477912087912088045e-04,-1.000000000000009592e+01,3.148000000000000184e-06,3.730301240401653473e+01,9.389999999999996589e+02
-3.292893772893772011e-05,-2.258852258852295635e-07,-1.397619047619047658e-04,-1.656350889104098201e+01,3.148181211441979585e-06,3.729814429992359948e+01,9.373519674297124311e+02
-3.213186813186811762e-05,2.755799755799751997e-06,-1.272161172161172206e-04,-2.312705359895894119e+01,3.148371073200609373e-06,3.729330690102699464e+01,9.357159640820137838e+02
-3.233113553113552163e-05,1.310134310134306295e-06,-1.302271062271062520e-04,-2.968742778802631932e+01,3.148569661287384909e-06,3.728850487771352107e+01,9.340934819347213534e+02
-2.724981684981683791e-05,2.665445665445661601e-06,-1.402637362637362665e-04,-3.624141645616168717e+01,3.148777034532330717e-06,3.728374283993912996e+01,9.324859921352332321e+02
-2.097289377289375723e-05,-7.183150183150186907e-06,-1.327362637362637285e-04,-4.278579781445203167e+01,3.148993234504691943e-06,3.727902533306728827e+01,9.308949437206221091e+02
-2.615384615384614295e-05,-7.092796092796095664e-06,-1.242051282051282162e-04,-4.931734517376852267e+01,3.149218285452670082e-06,3.727435683379019338e+01,9.293217623645106187e+02
-2.605421245421244095e-05,-9.713064713064715455e-06,-1.272161172161172206e-04,-5.583282883724665169e+01,3.149452194262263945e-06,3.726974174613635427e+01,9.277678491517725661e+02
-2.455970695970694474e-05,-9.351648351648355565e-06,-1.302271062271062520e-04,-6.232901799738679216e+01,3.149694950435211238e-06,3.726518439756773660e+01,9.262345793820759354e+02
-2.914285714285713198e-05,-1.007448107448107704e-05,-1.397619047619047658e-04,-6.880268263653860572e+01,3.149946526086062475e-06,3.726068903517013098e+01,9.247233014032444771e+02
-2.804688644688643363e-05,-2.936507936507939988e-06,-1.232014652014652148e-04,-7.525059542951696301e+01,3.150206875958353388e-06,3.725625982193967189e+01,9.232353354753931853e+02
-2.734945054945053653e-05,-5.918192918192921363e-06,-1.216959706959707126e-04,-8.166953364710605001e+01,3.150475937459847421e-06,3.725190083316876155e+01,9.217719726667512532e+02
-2.794725274725273501e-05,-6.641025641025644531e-06,-1.171794871794871925e-04,-8.805628105919780069e+01,3.150753630716793696e-06,3.724761605293430478e+01,9.203344737820571027e+02
-3.113553113553112466e-05,-2.123321123321126848e-06,-1.226996336996337140e-04,-9.440762983631779548e+01,3.151039858647128452e-06,3.724340937069128898e+01,9.189240683243813237e+02
-3.023882783882782694e-05,6.279609279609275324e-06,-1.161758241758241775e-04,-1.007203824482832886e+02,3.151334507052528040e-06,3.723928457797427427e+01,9.175419534911842447e+02
-2.625347985347984157e-05,-6.008547008547011759e-06,-1.116593406593406710e-04,-1.069913535587496938e+02,3.151637444729199563e-06,3.723524536520969264e+01,9.161892932053953018e+02
-3.402490842490840829e-05,5.285714285714281815e-06,-1.096520146520146545e-04,-1.132173719143932971e+02,3.151948523597283793e-06,3.723129531864124431e+01,9.148672171822565815e+02
-2.854505494505493011e-05,-1.161050061050061292e-05,-8.054578754578755825e-05,-1.193952822274902417e+02,3.152267578848727647e-06,3.722743791737110541e+01,9.135768200326367605e+02
-2.336410256410255117e-05,-8.583638583638620445e-07,-7.050915750915751664e-05,-1.255219470506478103e+02,3.152594429113447478e-06,3.722367653051892233e+01,9.123191604034909687e+02
-2.226813186813185621e-05,-4.517704517704888393e-08,-5.545421245421246101e-05,-1.315942486424542324e+02,3.152928876643612111e-06,3.722001441450111514e+01,9.110952601560959465e+02
-2.376263736263734902e-05,-2.575091575091578828e-06,-6.498901098901100867e-05,-1.376090908228165119e+02,3.153270707515832572e-06,3.721645471043226649e+01,9.099061035826588295e+02
-1.898021978021976455e-05,-4.653235653235656666e-06,-6.197802197802199076e-05,-1.435634008167628792e+02,3.153619691851050142e-06,3.721300044165072762e+01,9.087526366618562861e+02
-1.798388278388276821e-05,-6.550671550671554135e-06,-6.800000000000001302e-05,-1.494541310854923779e+02,3.153975584051874996e-06,3.720965451137008273e+01,9.076357663538271936e+02
-1.698754578754577187e-05,-1.400488400488404103e-06,-6.498901098901100867e-05,-1.552782611434645617e+02,3.154338123057129336e-06,3.720641970045832636e+01,9.065563599350888353e+02
-2.087326007326005862e-05,4.924297924297920231e-06,-6.348351648351649294e-05,-1.610327993603303867e+02,3.154707032613315107e-06,3.720329866534612506e+01,9.055152443738312513e+02
-2.505787545787544461e-05,-6.776556776556813583e-07,-6.599267399267399656e-05,-1.667147847465143968e+02,3.155082021562728858e-06,3.720029393606573365e+01,9.045132057459807129e+02
-2.196923076923075358e-05,3.478632478632474741e-06,-6.398534798534799366e-05,-1.723212887212708608e+02,3.155462784147902753e-06,3.719740791442172423e+01,9.035509886923978229e+02
-2.256703296703295206e-05,4.065934065934028646e-07,-6.097435897435898254e-05,-1.778494168620457572e+02,3.155849000332072707e-06,3.719464287229481414e+01,9.026292959175339092e+02
-2.485860805860804398e-05,2.123321123321119648e-06,-6.097435897435898254e-05,-1.832963106339924479e+02,3.156240336135321295e-06,3.719200095007972351e+01,9.017487877298237890e+02
-2.575531135531134171e-05,-5.918192918192921363e-06,-5.997069597069598108e-05,-1.886591490984985739e+02,3.156636443986033743e-06,3.718948415525796491e+01,9.009100816240606946e+02
-2.475897435897434537e-05,-2.394383394383397612e-06,-5.495238095238096028e-05,-1.939351505995980745e+02,3.157036963087345561e-06,3.718709436110633249e+01,9.001137519059517444e+02
-2.455970695970694474e-05,2.665445665445661601e-06,-5.394871794871795883e-05,-1.991215744271563892e+02,3.157441519798129487e-06,3.718483330554180100e+01,8.993603293590185785e+02
-2.575531135531134171e-05,-6.731379731379734927e-06,-4.893040293040293803e-05,-2.042157224557323616e+02,3.157849728028195652e-06,3.718270259010319734e+01,8.986503009539587765e+02
-2.246739926739925344e-05,4.201465201465197909e-06,-4.692307692307693513e-05,-2.092149407580387788e+02,3.158261189647246288e-06,3.718070367907002094e+01,8.979841096005577583e+02
-1.698754578754577187e-05,4.291819291819288305e-06,-4.842857142857144408e-05,-2.141166211919367584e+02,3.158675494907186446e-06,3.717883789871876132e+01,8.973621539421834541e+02
-1.698754578754577187e-05,-3.659340659340662733e-06,-4.140293040293041360e-05,-2.189182029599218140e+02,3.159092222877338000e-06,3.717710643671667015e+01,8.967847881928701099e+02
-2.017582417582416491e-05,4.924297924297920231e-06,-5.344688644688645810e-05,-2.236171741400748374e+02,3.159510941892129589e-06,3.717551034165300905e+01,8.962523220169503020e+02
-1.599120879120877553e-05,7.183150183150178437e-06,-3.638461538461539957e-05,-2.282110731874732323e+02,3.159931210010772507e-06,3.717405052270763122e+01,8.957650204511597849e+02
-1.967765567765566504e-05,4.924297924297920231e-06,-3.939560439560440392e-05,-2.326974904050751718e+02,3.160352575488479106e-06,3.717272774945652003e+01,8.953231038690893229e+02
-1.409816849816848485e-05,-2.032967032967036875e-06,-3.186813186813187949e-05,-2.370740693831130841e+02,3.160774577258707029e-06,3.717154265181386563e+01,8.949267479878400309e+02
-1.350036630036628806e-05,2.258852258852221519e-07,-2.032600732600733909e-05,-2.413385084060527959e+02,3.161196745425974837e-06,3.717049572011028147e+01,8.945760839166719052e+02
-1.459633699633698302e-05,-5.737484737484740571e-06,-5.271062271062284303e-06,-2.454885618261978379e+02,3.161618601768694223e-06,3.716958730530622290e+01,8.942711982474231718e+02
-1.619047619047617954e-05,4.201465201465197909e-06,-1.079120879120880329e-05,-2.495220414030406744e+02,3.162039660251555069e-06,3.716881761933988315e+01,8.940121331864231706e+02
-1.549304029304027905e-05,-6.369963369963373343e-06,-1.882051282051283014e-05,-2.534368176074875691e+02,3.162459427546893701e-06,3.716818673560877073e+01,8.937988867275851135e+02
-1.260366300366299034e-05,-3.297924297924301572e-06,-1.882051282051283014e-05,-2.572308208901045532e+02,3.162877403564545460e-06,3.716769458958376049e+01,8.936314128663419751e+02
-1.120879120879119444e-05,-3.749694749694753129e-06,-2.183150183150184466e-05,-2.609020429125629335e+02,3.163293081989610672e-06,3.716734097955426819e+01,8.935096218540306836e+02
-1.200586080586079355e-05,-4.969474969475005663e-07,-2.534432234432235651e-05,-2.644485377414819141e+02,3.163705950827624535e-06,3.716712556750375285e+01,8.934333804923124944e+02
-1.021245421245419810e-05,1.400488400488396691e-06,-1.631135531135532313e-05,-2.678684230038948613e+02,3.164115492956515124e-06,3.716704788011350047e+01,8.934025124671679805e+02
-1.051135531135529904e-05,1.129426129426125503e-06,-2.584615384615386062e-05,-2.711598810035931137e+02,3.164521186684860368e-06,3.716710730989356648e+01,8.934167987219807401e+02
-5.330402930402916705e-06,-8.583638583638620445e-07,-2.333699633699635022e-05,-2.743211597976256826e+02,3.164922506315809966e-06,3.716730311643906504e+01,8.934759778691790189e+02
-7.621978021978007783e-06,-8.583638583638620445e-07,-2.283516483516484611e-05,-2.773505742322640799e+02,3.165318922716132718e-06,3.716763442781003590e+01,8.935797466398811366e+02
-7.721611721611707247e-06,1.761904761904758064e-06,-2.684981684981685868e-05,-2.802465069377657869e+02,3.165709903889806478e-06,3.716810024203299179e+01,8.937277603709471805e+02
-6.725274725274711753e-06,-1.219780219780223311e-06,-2.986080586080587320e-05,-2.830074092813004540e+02,3.166094915555560372e-06,3.716869942872220633e+01,8.939196335288144155e+02
-6.127472527472513270e-06,5.647130647130642552e-06,-2.183150183150184466e-05,-2.856318022774348719e+02,3.166473421727784816e-06,3.716943073081858273e+01,8.941549402694602122e+02
-2.635311355311354019e-05,5.737484737484733795e-06,-2.935897435897436909e-05,-2.881182774555944093e+02,3.166844885300220226e-06,3.717029276644387181e+01,8.944332150337993426e+02
-3.133479853479852190e-05,2.846153846153841969e-06,-6.749816849816851229e-05,-2.904654976839559595e+02,3.167208768631831919e-06,3.717128403086809385e+01,8.947539531778032824e+02
-3.522051282051280526e-05,-1.581196581196584895e-06,-1.136666666666666739e-04,-2.926721979492551213e+02,3.167564534134271086e-06,3.717240289858743552e+01,8.951166116365898233e+02
-3.083663003663001864e-05,5.873015873015835508e-07,-1.447802197802198002e-04,-2.947371860920184758e+02,3.167911644860338224e-06,3.717364762551052593e+01,8.955206096217040113e+02
-2.366300366300365041e-05,2.123321123321119648e-06,-1.588315018315018205e-04,-2.966593434967659277e+02,3.168249565092836632e-06,3.717501635125013593e+01,8.959653293507927856e+02
-1.987692307692306228e-05,-9.487179487179524405e-07,-1.543150183150183410e-04,-2.984376257367586618e+02,3.168577760933227273e-06,3.717650710151781368e+01,8.964501168088339682e+02
-1.519413919413917981e-05,1.852258852258848460e-06,-1.598351648351648490e-04,-3.000710631728971975e+02,3.168895700889489547e-06,3.717811779061857891e+01,8.969742825400652464e+02
-1.718681318681317588e-05,5.647130647130642552e-06,-1.503003663003663081e-04,-3.015587615064104625e+02,3.169202856462587840e-06,3.717984622404290462e+01,8.975371024697298026e+02
-1.459633699633698302e-05,-4.924297924297927854e-06,-1.462857142857143023e-04,-3.028999022850030087e+02,3.169498702730954760e-06,3.718169010115299500e+01,8.981378187547323932e+02
-9.813919413919400242e-06,7.680097680097642369e-07,-1.362490842490842607e-04,-3.040937433621657533e+02,3.169782718932384128e-06,3.718364701796017613e+01,8.987756406622713712e+02
-1.240439560439558971e-05,-6.776556776556813583e-07,-1.352454212454212593e-04,-3.051396193093821125e+02,3.170054389042771749e-06,3.718571446999072805e+01,8.994497454754982755e+02
-1.061098901098899765e-05,4.111111111111106666e-06,-1.262124542124542191e-04,-3.060369417809999391e+02,3.170313202351086461e-06,3.718788985523644897e+01,9.001592794252270551e+02
-1.081025641025639658e-05,9.442002442002438338e-06,-1.186849816849816811e-04,-3.067851998315665583e+02,3.170558654030016225e-06,3.719017047718713087e+01,9.009033586466993029e+02
-8.518681318681304660e-06,1.386935286935286351e-05,-1.136666666666666739e-04,-3.073839601854620014e+02,3.170790245701688732e-06,3.719255354794143642e+01,9.016810701603934604e+02
-8.219780219780205418e-06,8.448107448107444829e-06,-1.126630036630036724e-04,-3.078328674586944089e+02,3.171007485997912120e-06,3.719503619139282335e+01,9.024914728758393494e+02
-5.828571428571414876e-06,7.273504273504269680e-06,-1.031282051282051315e-04,-3.081316443327586967e+02,3.171209891114354326e-06,3.719761544648717688e+01,9.033335986173976835e+02
-1.145787545787531986e-06,2.755799755799751997e-06,-9.258974358974360276e-05,-3.082800916804883400e+02,3.171396985358112617e-06,3.720028827054861864e+01,9.042064531709294215e+02
5.479853479853619851e-07,-1.310134310134313919e-06,-8.255311355311356115e-05,-3.082780886438665107e+02,3.171568301688102827e-06,3.720305154266991110e+01,9.051090173502793732e+02
6.426373626373640464e-06,-5.556776556776559779e-06,-8.706959706959708123e-05,-3.081255926637945777e+02,3.171723382247743122e-06,3.720590206716391179e+01,9.060402480824769782e+02
7.024175824175838099e-06,-3.840048840048843949e-06,-8.205128205128206043e-05,-3.078226394618490076e+02,3.171861778889363120e-06,3.720883657707254599e+01,9.069990795105476309e+02
8.917216117216131318e-06,-3.207570207570211176e-06,-8.255311355311356115e-05,-3.073693429740908982e+02,3.171983053689838577e-06,3.721185173772946797e+01,9.079844241128115527e+02
9.116483516483530247e-06,-6.776556776556813583e-07,-6.348351648351649294e-05,-3.067658952370251768e+02,3.172086779456905758e-06,3.721494415037277292e+01,9.089951738375415289e+02
1.310183150183151731e-05,-3.207570207570211176e-06,-5.645787545787546923e-05,-3.060125662258396346e+02,3.172172540225651494e-06,3.721811035580415705e+01,9.100302012518421861e+02
1.369963369963371410e-05,-6.821733821733824476e-06,-5.194139194139195593e-05,-3.051097036450873929e+02,3.172239931744675365e-06,3.722134683809050415e+01,9.110883607035937075e+02
1.549304029304030616e-05,-1.129426129426133127e-06,-4.039926739926741215e-05,-3.040577326720057840e+02,3.172288561951433577e-06,3.722465002830431757e+01,9.121684894953109506e+02
1.878095238095239442e-05,4.924297924297920231e-06,-3.688644688644689352e-05,-3.028571556527018629e+02,3.172318051436267328e-06,3.722801630829913933e+01,9.132694090687523385e+02
1.081025641025642538e-05,1.310134310134306295e-06,-3.337362637362638166e-05,-3.015085517514633580e+02,3.172328033894669700e-06,3.723144201451599855e+01,9.143899261991113008e+02
1.310183150183151731e-05,2.213675213675209620e-06,-2.283516483516484611e-05,-3.000125765534860989e+02,3.172318156567305718e-06,3.723492344181725855e+01,9.155288341976171296e+02
1.788424908424909670e-05,4.924297924297920231e-06,-3.086446886446887126e-05,-2.983699616213443164e+02,3.172288080667352758e-06,3.723845684734386197e+01,9.166849141213712073e+02
1.648937728937730589e-05,-4.382173382173386325e-06,-2.735164835164836280e-05,-2.965815140055549364e+02,3.172237481794730572e-06,3.724203845439210880e+01,9.178569359892422881e+02
1.379926739926741441e-05,-2.755799755799759196e-06,-1.982417582417583837e-05,-2.946481157096259267e+02,3.172166050336780486e-06,3.724566445630613742e+01,9.190436600026434917e+02
1.589157509157510401e-05,-2.123321123321126848e-06,-1.330036630036631369e-05,-2.925707231100039962e+02,3.172073491855004969e-06,3.724933102038232136e+01,9.202438377700117371e+02
1.579194139194140540e-05,5.195360195360190572e-06,-1.731501831501832796e-05,-2.903503663313695142e+02,3.171959527457463980e-06,3.725303429178156023e+01,9.214562135338179587e+02
1.419780219780221227e-05,2.846153846153841969e-06,-9.787545787545800147e-06,-2.879881485777567605e+02,3.171823894156444365e-06,3.725677039744572738e+01,9.226795253989314460e+02
1.290256410256411668e-05,1.310134310134306295e-06,-1.731501831501832796e-05,-2.854852454200081979e+02,3.171666345211046148e-06,3.726053545001440881e+01,9.239125065611737000e+02
1.061098901098902645e-05,2.394383394383390836e-06,-6.776556776556789866e-06,-2.828429040400977215e+02,3.171486650454327406e-06,3.726432555173812489e+01,9.251538865348915124e+02
3.736263736263750257e-06,4.743589743589739439e-06,-9.787545787545800147e-06,-2.800624424328911459e+02,3.171284596604667653e-06,3.726813679838417670e+01,9.264023923783965984e+02
-4.632967032967018758e-06,6.098901098901094532e-06,-8.783882783882797002e-06,-2.771452485659379477e+02,3.171059987561050722e-06,3.727196528313132262e+01,9.276567499161193382e+02
-1.340073260073258606e-05,3.388278388278384345e-06,2.256410256410243092e-06,-2.740927794979162400e+02,3.170812644681931732e-06,3.727580710044970402e+01,9.289156849563282776e+02
-4.448644688644687496e-05,5.918192918192913740e-06,8.780219780219765649e-06,-2.709065604563824650e+02,3.170542407047425967e-06,3.727965834996203398e+01,9.301779245032894323e+02
-6.620659340659339046e-05,2.213675213675209620e-06,2.734798534798533483e-05,-2.675881838755018975e+02,3.170249131704539321e-06,3.728351514028258862e+01,9.314421979627335304e+02
-8.404102564102562938e-05,-1.942612942612946479e-06,2.584249084249082927e-05,-2.641393083944664681e+02,3.169932693895176432e-06,3.728737359283007891e+01,9.327072383395253610e+02
-9.410402930402928803e-05,-4.924297924297927854e-06,1.731135531135530000e-05,-2.605616578173254538e+02,3.169592987266704183e-06,3.729122984561118415e+01,9.339717834264264411e+02
-9.679413919413918798e-05,-8.628815628815630703e-06,1.982051282051280701e-05,-2.568570200349895458e+02,3.169229924064841007e-06,3.729508005697073258e+01,9.352345769828726816e+02
-9.519999999999998299e-05,-1.206227106227106575e-05,2.132600732600731258e-05,-2.530272459101850586e+02,3.168843435308668717e-06,3.729892040930532460e+01,9.364943699026850936e+02
-8.962051282051280618e-05,-6.731379731379734927e-06,3.086080586080584668e-05,-2.490742481261645764e+02,3.168433470947578820e-06,3.730274711273674626e+01,9.377499213696607967e+02
-8.155018315018314700e-05,-6.731379731379734927e-06,5.494871794871792893e-05,-2.450000000000000568e+02,3.167999999999999569e-06,3.730655640874187640e+01,9.390000000000000000e+02
